Index,ImageURL,Description,Latitude,Longitude,DateTime
11,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20231219_090519_046.jpg,"The image features a person's foot wearing a Croc shoe standing on a patch of natural ground covered with grass and small twigs. A fishing rod is partially visible, suggesting an outdoor activity, possibly fishing in a natural setting.",-35.234606983333336,149.162906525,2023:12:19 09:05:22
12,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20211016_101643.jpg,"The image features a gnarled and twisted tree with a prominent trunk and several lower branches, surrounded by a lush green field and other trees in the background. The scene captures a serene, natural landscape with a mix of grass and foliage.",-35.234125608333336,149.16302172222223,2021:10:16 10:16:43
13,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210826_091523.jpg,"The image depicts a serene outdoor scene framed by trees and lush greenery, leading to a fence that separates a grassy area from a distant landscape. In the background, rolling hills can be seen under a clear blue sky, enhancing the peaceful atmosphere of the setting.",-35.234934136111114,149.166196025,2021:08:26 09:15:23
14,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20240425_085818.jpg,"The image shows the textured bark of a large tree, emphasizing its rugged and weathered surface. Sunlight filters through the leaves above, creating a natural backdrop that highlights the tree's features against a clear blue sky.",-35.236743025,149.1637656888889,2024:04:25 08:58:18
15,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210919_103120.jpg,"The image shows a metal gate set in a grassy area, with a clear sign attached that reads ""PLEASE CLOSE THE GATE."" Surrounding the gate are shrubs and a gravel pathway, indicating a boundary or enclosure.",-35.2354708,149.16076470000002,2021:09:19 10:31:20
16,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20231219_090529_015.jpg,"The image shows a close-up view of a person's shirt in a light blue color, along with a portion of black shorts and some grassy ground in the background. The perspective appears to be from the person's own viewpoint.",-35.23477655277778,149.16274060555557,2023:12:19 09:05:29
17,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20220907_085634.jpg,"The image depicts a natural landscape featuring tall trees with lush green foliage, set against a backdrop of muted, cloudy skies. The scene includes a grassy area beneath the trees, suggesting a serene and tranquil environment.",-35.236288972222226,149.16571734444446,2022:09:07 08:56:34
18,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210715_171429.jpg,"The image features a serene sky with a few wispy clouds, framed by the branches of trees at the bottom. A faint crescent moon is visible in the upper right corner, suggesting a tranquil early evening atmosphere.",-35.23579473611111,149.16406691666668,2021:07:15 17:14:29
19,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210919_103134.jpg,"The image shows a park noticeboard labeled ""ParkCare"" with an empty display where information is typically posted, alongside a sign indicating the area as a park. The surrounding landscape features grass and trees, under a partly cloudy sky.",-35.23563823888889,149.16081136388888,2021:09:19 10:31:34
20,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20231219_090529_001.jpg,"The image shows a person's legs wearing a pair of dark shorts and a light blue shirt. The background features grass and some twigs or leaves, suggesting an outdoor setting.",-35.23477655277778,149.16274060555557,2023:12:19 09:05:29
21,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20231219_090519_091.jpg,"The image shows a close-up of a foot wearing a light-colored, open-toed shoe standing on grass and ground litter. A black leash is visible, indicating that someone is possibly walking a pet nearby.",-35.234606983333336,149.162906525,2023:12:19 09:05:24
22,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20240420_161621.jpg,"The image depicts the trunk of a eucalyptus tree, showcasing its smooth, light-colored bark with some rough patches and markings. The background features a grassy area, suggesting a natural outdoor setting.",-35.23551215,149.16147963333333,2024:04:20 16:16:21
23,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210715_171415.jpg,"The image shows a large, weathered eucalyptus tree with a rugged trunk and peeling bark, set against a backdrop of soft, golden grasses. The scene appears to be in a natural, open area, possibly during the early evening, indicated by the soft lighting.",-35.23580758888889,149.16401176666668,2021:07:15 17:14:15
24,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20220722_165833.jpg,"The image shows a patch of disturbed ground surrounded by grass, indicating a possible digging spot or nest. A dog's leg and leash are visible in the corner, suggesting that the dog is exploring the area.",-35.239913,149.1644143,2022:07:22 16:58:32
25,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20240420_163022.jpg,"The image shows a close-up of a tree trunk, highlighting the rough bark with patches of damage or decay. The background features the natural setting of other trees and foliage, indicating an outdoor environment.",-35.23498316111111,149.1618398361111,2024:04:20 16:30:22
26,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20231219_090519_085.jpg,"The image shows a person's foot wearing a Croc shoe resting on the ground, surrounded by grass and fallen leaves. A long, black strap or leash is seen laying on the ground next to the foot.",-35.234606983333336,149.162906525,2023:12:19 09:05:24
27,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210912_103100.jpg,"The image shows a close-up view of a large eucalyptus tree, featuring its distinctive peeling bark and lush green leaves under a clear blue sky. The sunlight creates a bright, ethereal effect, highlighting the tree's texture and natural beauty.",-35.23548015,149.16524638333334,2021:09:12 10:31:00
28,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20220425_161347.jpg,"The image shows a close-up view of a texture made up of various small, rounded stones and gravel, displaying a mix of earthy tones and colors. The stones vary in size and shape, creating a natural, uneven surface.",-35.2352398,149.1607629,2022:04:25 16:13:47
29,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20231129_091009.jpg,"The image features a close-up view of brown, textured mushrooms on a bed of straw, with a small green insect perched on one of the mushrooms. The natural setting suggests a forest floor or garden environment.",-35.235001125000004,149.16221969722224,2023:11:29 09:10:09
30,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20240128_101527.jpg,"The image depicts a grassy area filled with various green plants and scattered yellow flowers blooming amidst the tall grasses. There are also some fallen leaves visible on the ground, contributing to the natural, outdoor setting.",-35.23613015,149.16334370833334,2024:01:28 10:15:26
31,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20240423_161613.jpg,"The image features a close-up view of a textured tree trunk, with the scene set in a natural environment. In the background, you can see patches of grass and some foliage, suggesting a serene and lush outdoor setting.",-35.23441233055556,149.16562324166668,2024:04:23 16:16:13
32,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20230204_182253.jpg,"The image depicts a field of tall, dry grasses, creating a golden, textured landscape. The sunlight gives the scene a warm, soft glow, highlighting the intricate details of the grass and its seed heads.",-35.23746700555556,149.16552712777778,2023:02:04 18:22:53
33,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20240507_080111.jpg,"The image shows a tall eucalyptus tree with a smooth, pale bark and sprawling branches reaching towards a clear blue sky. Surrounding the tree are smaller eucalyptus trees, adding to the natural setting.",-35.23394031111111,149.1655945638889,2024:05:07 08:01:11
34,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210914_084342_01.jpg,"The image depicts a weathered, twisted tree trunk lying on lush green grass, surrounded by other fallen logs. The natural setting suggests a serene outdoor environment, likely in a park or forest.",-35.23416666666667,149.16555555555556,2021:09:14 08:43:42
35,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20220410_074310.jpg,"The image shows a round, mound-like structure on the ground, likely made up of dirt and small plant matter, surrounded by patches of grass and soil. The texture appears coarse, suggesting it could be an ant nest or a similar natural formation.",-35.23599291944444,149.16147195,2022:04:10 07:43:09
36,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210826_085026.jpg,"The image features two large logs resting on a patch of grass in a serene outdoor setting, surrounded by sparse vegetation and trees in the background. The sunlight casts soft shadows, creating a peaceful atmosphere.",-35.23444330555556,149.16292520277779,2021:08:26 08:50:26
37,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210708_172818.jpg,"The image captures the view of a large tree from below, showcasing its textured trunk and sprawling branches against a fading twilight sky. The scene conveys a sense of height and the natural beauty of the tree's structure.",-35.236479708333334,149.16367385,2021:07:08 17:28:18
38,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210923_173003.jpg,"The image shows a patch of ground covered with grass and small plants, with a white object partially visible in the center. The surrounding area appears to be a natural setting, likely near a dirt path.",-35.23651144722222,149.16567990833335,2021:09:23 17:30:03
39,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20231205_092432.jpg,"The image depicts a patch of ground covered with white, fluffy material interspersed with grass and dried leaves. A few yellow flowers can also be seen among the greenery, adding a touch of color to the scene.",-35.236170208333334,149.163236325,2023:12:05 09:24:32
40,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210719_172629.jpg,"The image depicts a slender eucalyptus tree with a rough, shedding bark set in a grassy area surrounded by sparse vegetation. The sky appears overcast, suggesting a muted, natural environment.",-35.2336032,149.1636818,2021:07:19 17:26:29
41,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210819_085544.jpg,The image captures a natural landscape featuring a dirt path surrounded by sparse grass and small trees. The scene depicts a tranquil setting with a few larger trees in the background and a clear sky overhead.,-35.23556543055555,149.1646521861111,2021:08:19 08:55:44
42,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210703_162342.jpg,"The image features several eucalyptus trees standing in a grassy area, with a mix of green foliage and lighter sky in the background. The scene captures a serene and natural landscape typical of eucalyptus environments.",-35.23691330277778,149.1641986361111,2021:07:03 16:23:42
43,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20231125_175135.jpg,"The image shows a black and tan dog standing in a grassy field, looking towards a tree. The surrounding area features sparse vegetation and a few trees, indicating a natural, open space.",-35.2385443,149.1615556,2023:11:25 17:51:35
44,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20240121_173905.jpg,"The image shows a tranquil natural setting featuring a pond surrounded by lush green vegetation and tall grass. The water reflects the greenery, creating a serene atmosphere, and a partially submerged log adds to the rustic charm of the scene.",-35.23505340277778,149.165302175,2024:01:21 17:39:05
45,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210701_081656.jpg,"The image features a weathered tree standing in a field of tall, golden grass under a cloudy sky. The tree has a distinct, gnarled appearance, surrounded by a natural landscape.",-35.23761050833333,149.16415157777777,2021:07:01 08:16:56
46,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20230504_164259.jpg,"The image shows a grassy area within a wooded landscape, featuring several white posts or markers scattered throughout. The scene appears to be tranquil, with natural vegetation and trees surrounding the area.",-35.23484715,149.1657702611111,2023:05:04 16:42:58
47,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20220907_090007.jpg,"The image depicts a serene landscape with a variety of trees, including tall eucalyptus, set against a backdrop of a partly cloudy sky. The ground is covered in grass and small shrubs, creating a natural, tranquil environment.",-35.23683545,149.16547616944445,2022:09:07 09:00:07
48,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20231029_092842.jpg,"The image shows a grassy area with scattered yellow wildflowers and some leafy vegetation. There appears to be a dog in the corner, blending into the natural setting.",-35.23499471111111,149.16491514722222,2023:10:29 09:28:42
49,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20240412_084737.jpg,"The image features a large eucalyptus tree with a thick trunk and sprawling branches adorned with lush green leaves. Sunlight filters through the foliage, creating a serene and picturesque natural setting.",-35.235297261111114,149.16206769166666,2024:04:12 08:47:37
50,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210707_162539.jpg,"The image depicts a tall tree with a distinctly twisted trunk and a canopy of green and golden leaves, set against a bright blue sky with scattered clouds. The sunlight illuminates the tree, enhancing the contrast between the foliage and the sky.",-35.23501487222222,149.16212635555556,2021:07:07 16:25:39
51,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20211218_094504.jpg,"The image shows a serene landscape featuring a wide, grassy path surrounded by tall trees, with mountains visible in the background under a partly cloudy sky. The scene conveys a peaceful, natural setting.",-35.23639541388889,149.16198048333334,2021:12:18 09:45:04
52,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210712_161932.jpg,"The image shows a tall, weathered tree stump characterized by its rough bark and jagged top, surrounded by lush greenery and other trees in the background. The setting appears to be a natural outdoor area, suggesting a serene environment.",-35.236778461111115,149.16489080833333,2021:07:12 16:19:32
53,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20240327_084557.jpg,"The image shows a large, sprawling tree with a rough trunk and twisted branches, surrounded by green grass and other trees under a clear blue sky. The setting appears to be a natural landscape, likely in a woodland or forested area.",-35.23492307777778,149.16382753055555,2024:03:27 08:45:57
54,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20211021_081447.jpg,"The image depicts a grassy field filled with tall green grass and wild plants, illuminated by sunlight streaming through the trees. In the foreground, a dog is visible, exploring the vibrant natural setting.",-35.23545961111111,149.16387623333333,2021:10:21 08:14:47
55,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210711_173647.jpg,"The image features a tall tree viewed from below, highlighting its intricate network of branches and leaves against a twilight sky. The scene captures the natural beauty and complexity of the tree's structure.",-35.23547953055556,149.16338679722222,2021:07:11 17:36:47
56,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20231101_170005.jpg,"The image features a patch of wildflowers with bright yellow blooms set against a backdrop of dry grass and foliage. The scene conveys a serene outdoor environment, showcasing the beauty of nature.",-35.23502092777778,149.16491886666668,2023:11:01 17:00:05
57,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210821_094212.jpg,"The image depicts a patch of ground covered with green moss and scattered dry twigs or sticks, set in a somewhat barren landscape. The environment looks natural and possibly wild, with sparse vegetation surrounding the area.",-35.2350835,149.16401301944444,2021:08:21 09:42:12
58,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210908_173002.jpg,"The image depicts a serene landscape with a grassy area and a line of vehicles parked along a road. In the background, there are trees and buildings, suggesting a quiet suburban or rural setting during the early evening light.",-35.2346784,149.1611682,2021:09:08 17:30:02
59,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210701_083848.jpg,"The image depicts a large, weathered tree standing in a grassy, open area, surrounded by smaller trees and a muted, overcast sky. The ground is uneven, with some scattered debris, contributing to a natural and rural atmosphere.",-35.23617078611111,149.16596199722224,2021:07:01 08:38:48
60,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20211017_104743.jpg,"The image features a gnarled tree with a prominent, textured trunk and twisted branches stretching towards a clear blue sky. The tree's branches exhibit a rugged quality, showcasing its age and the natural beauty of its form.",-35.23534774444445,149.163884425,2021:10:17 10:47:43
61,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210707_165518.jpg,"The image features the textured trunk of a tree, showcasing rough, gnarled bark that catches the light from the side. Surrounding the base are patches of green grass, indicating a natural setting, while soft background hues suggest early morning or late afternoon light.",-35.23436844166667,149.16564906944444,2021:07:07 16:55:18
62,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210815_092650_014.jpg,"The image features a black dog with tan markings, wearing a green harness, standing on a path surrounded by tall grass. The dog appears to be intently observing its surroundings.",-35.2353827,149.1608022,2021:08:15 09:26:51
63,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210918_104637.jpg,"The image shows a large, weathered sign that states ""Parking Prohibited,"" lying on the ground amidst tall grass and weeds. The sign appears to be neglected and partially obscured by vegetation, indicating it may not be regularly observed.",-35.23388164166667,149.16362369444445,2021:09:18 10:46:37
64,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210712_162220.jpg,"The image features a tall tree with a wide canopy, showcasing a mix of green leaves and smooth, light-colored bark. The branches extend outward and upward, creating a beautiful silhouette against the sky.",-35.23686449444445,149.16515542222223,2021:07:12 16:22:20
65,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210914_083535.jpg,The image depicts a peaceful natural setting featuring fallen tree trunks surrounded by green grass and scattered eucalyptus trees in the background. The scene conveys a sense of tranquility and the beauty of a woodland area.,-35.23551223611111,149.16330506388888,2021:09:14 08:35:35
66,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210703_164647.jpg,"The image features a large, textured eucalyptus tree surrounded by other greenery and fallen branches. The sunlight filters through the leaves, highlighting the natural beauty of the landscape.",-35.235615844444446,149.16496324166667,2021:07:03 16:46:47
67,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210901_160606.jpg,"The image features a grassy area with a tree stump in the foreground and a more slender tree nearby. The background is filled with dense foliage, suggesting a natural, woodland setting.",-35.23398504166667,149.1637772027778,2021:09:01 16:06:06
68,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20240202_091031.jpg,"The image shows a patch of grassland with some scattered trees in the background. In the foreground, there is a small bush or shrub among tall grass, and a few objects that appear to be pink or reddish structures in the distance. A shadow is visible in the bottom corner, likely from the person taking the photo.",-35.23475998055556,149.16495398611113,2024:02:02 09:10:31
69,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210912_103504.jpg,"The image depicts two logs on the ground surrounded by grassy terrain, with one log lying horizontally and the other appearing as a tree stump. The area is likely a natural setting, indicating the presence of a forest or woodland environment.",-35.23623141666667,149.16543766666666,2021:09:12 10:35:04
70,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210712_161715.jpg,"The image features a tall eucalyptus tree, showcasing its distinctive peeling bark and dense foliage against a backdrop of a blue sky with wispy clouds. The branches extend outward, creating a lush canopy of green leaves.",-35.236760583333336,149.16443188611112,2021:07:12 16:17:15
71,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20211014_174916.jpg,"The image depicts a patch of lush green grass interspersed with taller blades, situated in a natural outdoor setting. The sunlight enhances the vibrant hues of the grass, suggesting a healthy, well-nourished area.",-35.235730047222226,149.16554649166667,2021:10:14 17:49:16
72,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210703_161717.jpg,"The image depicts a large eucalyptus tree standing in a natural landscape, surrounded by smaller shrubs and grass. The scene conveys a serene, earthy setting, characteristic of Australian bushland.",-35.23604998611111,149.16268511944446,2021:07:03 16:17:17
73,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20220905_160341.jpg,"The image depicts a serene landscape featuring tall trees with rough bark and scattered vegetation, set against a partly cloudy sky. The ground is covered with grass, creating a natural, untamed environment.",-35.23605075277778,149.1651264777778,2022:09:05 16:03:41
74,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210701_083647.jpg,"The image depicts a rural scene featuring a bent tree amidst tall grass and scattered vegetation. The atmosphere appears hazy, possibly indicating early morning or late afternoon light conditions.",-35.23662221111111,149.16591949722223,2021:07:01 08:36:47
75,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20231215_083009.jpg,"The image depicts a grassy field framed by trees, with sunlight filtering through the leaves. In the foreground, there appears to be a dark-colored dog, likely exploring the open space.",-35.235647855555555,149.16268565000001,2023:12:15 08:30:09
76,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20231031_080547.jpg,"The image features two vibrant yellow flowers with a distinctive, layered petal arrangement, surrounded by green foliage. The setting appears to be a natural outdoor environment, possibly a meadow or garden.",-35.235080733333334,149.16496324722223,2023:10:31 08:05:47
77,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20220319_172938.jpg,"The image shows two dogs playing together on a grassy area, each leashed and engaged in a friendly interaction. In the background, the silhouettes of people can be seen walking along a path.",-35.2352583,149.16075220000002,2022:03:19 17:29:38
78,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20220517_161557.jpg,"The image depicts a mound of soil or detritus, possibly an ant hill, surrounded by grass and scattered debris on the ground. The natural setting suggests a woodland or grassy area.",-35.23553649722222,149.1649550888889,2022:05:17 16:15:57
79,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210912_103935.jpg,"The image depicts a grassy area dotted with several large, pinkish-brown planting containers, each with bare branches emerging from them. In the background, there is a fallen tree and scattered vegetation, suggesting a natural outdoor setting.",-35.236398397222224,149.1652367527778,2021:09:12 10:39:35
80,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210707_164438.jpg,"The image features a tall eucalyptus tree with a mix of green and rust-colored leaves, set against a backdrop of a partly cloudy sky. The scene conveys a sense of nature and tranquility.",-35.234124433333335,149.1639759777778,2021:07:07 16:44:38
81,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20240423_155830.jpg,"The image features a close-up view of a textured tree trunk with a prominent, twisted branch extending upward. In the background, there are other trees and hints of a residential area under a clear blue sky.",-35.2341319,149.16354305555555,2024:04:23 15:58:30
82,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210701_082954.jpg,"The image shows a grassy area with a small flowering tree or bush in the foreground and what appears to be several pink or beige objects, possibly containers or markers, in the background. The environment looks natural and somewhat overgrown, with scattered leaves and plants.",-35.237493791666665,149.16563324166668,2021:07:01 08:29:54
83,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20231029_093157.jpg,"The image depicts a grassy landscape with scattered trees under a clear blue sky. In the foreground, there appears to be a small, dark object or hollow, potentially a bush or a hole, set against the backdrop of more trees in the distance.",-35.23505027777778,149.1649353027778,2023:10:29 09:31:57
84,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20220426_153933.jpg,"The image shows a sandy or gravelly surface, possibly a trail or pathway, with sparse vegetation in the form of grasses on the edges. The ground appears dry and earthy, with a texture that suggests it could be found in a natural outdoor setting.",-35.233574000000004,149.16354610000002,2022:04:26 15:39:33
85,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20230513_161857.jpg,"The image depicts a natural landscape with tall grasses and several trees, showcasing a peaceful setting. The light filtering through the foliage gives the scene a warm ambiance.",-35.23580748888889,149.16525385,2023:05:13 16:18:57
86,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20231129_083753.jpg,"The image features a thin branch with small green leaves and clusters of tiny white flowers. The background appears to be a blurred, earthy landscape, suggesting a natural setting.",-35.23490988333334,149.16491924166667,2023:11:29 08:37:53
87,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210918_105918.jpg,"The image depicts a cluster of green, vibrant foliage surrounded by dried grass and sparse vegetation, indicating a natural, possibly wild environment. The plants appear healthy, contrasting with the surrounding brown, dry plants.",-35.23557313333333,149.16186188333333,2021:09:18 10:59:18
88,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20240202_090844.jpg,"The image features flowering plants surrounded by grassy landscape, with several small structures partially obscured by the blooms. The scene appears to be set in a natural environment, showcasing vibrant white flowers against a backdrop of trees and blue sky.",-35.23491526944444,149.16483901666666,2024:02:02 09:08:44
89,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20211017_104541.jpg,"The image features a natural landscape with tall trees, showcasing their twisted branches against a clear blue sky. In the foreground, there are patches of green grass and vibrant yellow vegetation, creating a picturesque scene of the outdoors.",-35.235532258333336,149.16348556666668,2021:10:17 10:45:40
90,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20211026_082854.jpg,"The image depicts a serene landscape featuring several tall eucalyptus trees against a bright blue sky. Beneath the trees, a lush green grassy area creates a peaceful natural setting.",-35.23436024722222,149.16368448333333,2021:10:26 08:28:54
91,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20211216_164956.jpg,"The image features a tall tree, possibly a eucalyptus, with long, slender leaves swaying gently in a clear blue sky. Sparse clouds are visible in the background, adding to the serene outdoor atmosphere.",-35.23469878888889,149.16519090555556,2021:12:16 16:49:56
92,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20230207_195655.jpg,"The image shows a canopy of tall trees, viewed from below, with branches and leaves densely filling the upper part of the frame. The sky appears overcast, creating a muted atmosphere among the greenery.",-35.23719647777778,149.161098425,2023:02:07 19:56:55
93,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20210819_092335_007.jpg,"The image depicts a grassy landscape with sparse trees scattered across the area. The scene has a clear sky, suggesting an open and natural environment.",-35.23590142222222,149.1614057361111,2021:08:19 09:23:35
94,https://jhp-ai-socy3001.s3.ap-southeast-2.amazonaws.com/20230215_172217.jpg,"The image features a tall tree, likely a eucalyptus, standing in a grassy landscape under a clear blue sky. The surrounding area appears to be natural and open, with sparse vegetation and a serene ambiance.",-35.23585549444444,149.16100824722224,2023:02:15 17:22:17
